,name_congressperson,pol_party,house,gender,has_twitter,twitter,num_followers,created_at,author_id,tweet_id,tweet_text,self_prom
14,Afonso Florence,PT,deputies,M,1,AfonsoFlorence,17300,2021-07-13T18:28:30.000Z,599427558,1.42E+18,"Para regularização fundiária, não precisamos de novas leis que atacam direitos de agricultores familiares e comunidades tradicionais. Basta que as leis já existente funcionem! Os PLs da grilagem querem beneficiar quem rouba e desmata! #PLdaGrilagemNão #PL2633Nao https://t.co/wyns3cKA2S",
15,Afonso Florence,PT,deputies,M,1,AfonsoFlorence,17300,2021-07-13T18:21:43.000Z,599427558,1.42E+18,Violência contra indígenas e agricultores e agricultoras familiares? Isso é a boiada da grilagem! O PL 2633 aumenta o risco de invasão de terras públicas em áreas de conflito. #GrilagemNão #PL2633Não,
16,Afonso Florence,PT,deputies,M,1,AfonsoFlorence,17300,2021-07-13T18:14:39.000Z,599427558,1.42E+18,"Mais de 530 mil mortes no Brasil devido à pandemia, 14 milhões de brasileiros desempregados e 125 milhões de pessoas passando fome. Em meio a essa crise, o governo deveria priorizar o combate à crise, não em aprovar um pacote da destruição #PL2633Não #GrilagemNão",
17,Afonso Florence,PT,deputies,M,1,AfonsoFlorence,17300,2021-07-13T18:11:44.000Z,599427558,1.42E+18,"O PL 2633/20 coloca em risco as florestas e outros ambientes naturais, os agricultores familiares e a retomada econômica do Brasil. Caso seja aprovada, a proposta abre brechas nas ferramentas de fiscalização e beneficia ladrões de terras públicas. #GrilagemNão",
18,Afonso Florence,PT,deputies,M,1,AfonsoFlorence,17300,2021-07-13T16:24:35.000Z,599427558,1.41E+18,"Lula: “Se Cuba não tivesse um bloqueio, poderia ser uma Holanda” https://t.co/t36EMN8Io6 via @revistaforum",
19,Afonso Florence,PT,deputies,M,1,AfonsoFlorence,17300,2021-07-12T16:13:17.000Z,599427558,1.41E+18,"Partido dos Trabalhadores é a legenda preferida dos brasileiros

 https://t.co/QNb8BSaw2c",
20,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-19T14:19:15.000Z,1.04E+18,1.42E+18,"🔴📢 URGENTE 

CPI da Covid vai investigar um novo esquema de propina no Ministério da Saúde que estaria beneficiando o líder de Bolsonaro na Câmara, Ricardo Barros.

O esquema criminoso viria desde 2018 e o valor mensal repassado era de R$ 296 mil, totalizando R$ 59,2 milhões! https://t.co/OrXs9mpCPb",
21,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-17T04:37:03.000Z,1.04E+18,1.42E+18,"Só há duas maneiras de definir o governo Bolsonaro: 1) ou é muitíssimo corrupto; ou 2, é extremamente incompetente. Veja só, compram vacinas de atravessadores porque precisam atravessar pra roubar, ou não sabem como chegar diretamente ao laboratório? Decidam! https://t.co/rpKjDsRrGV",
22,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-17T03:46:28.000Z,1.04E+18,1.42E+18,D E S G O V E R N O + CORRUPÇÃO = INANIÇÃO #ImpeachmentJa https://t.co/Rp7Gc5yXky,
23,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-16T00:24:57.000Z,1.04E+18,1.42E+18,"Parabéns @paulocoelho, por garantir que o Festival do Capão continue antifascista! https://t.co/2nzIIFFet1",
24,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-15T01:26:12.000Z,1.04E+18,1.42E+18,"URGENTE: “Brasil deveria ser punido por não parar desmatamento.” O Financial Times, jornal britânico especializado em economia e negócios, defende punição do Brasil por desmatamento. País corre o risco de perder 7 trilhões de dólares em investimentos. https://t.co/YUWIHKI55P",
25,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-13T20:08:51.000Z,1.04E+18,1.42E+18,"🔴URGENTE🔴
Câmara analisa neste momento a urgência do PL2633/20, o #pldagrilagem #PL2633Não 

Nós somos contra! https://t.co/31AvVe3dma",
26,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-13T19:06:49.000Z,1.04E+18,1.42E+18,"A quem interessa aprovar às pressas um projeto que prejudica agricultores familiares, libera a grilagem e acelera a destruição ambiental? Mais uma vez @ArthurLira_ dá prioridade para um tema que premia criminosos e anistia invasores de terras públicas #GrilagemNão #Pl2633Não",
27,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-13T18:39:57.000Z,1.04E+18,1.42E+18,"O PL 2633 é o PL da impunidade: caso seja aprovado, vai abrir brechas na fiscalização ambiental e quem se beneficiará são os grileiros de terras. @ArthurLira_: o PL 2633 vai contra os interesses do Brasil e das famílias brasileiras. #PL2633Não",
28,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-13T04:10:29.000Z,1.04E+18,1.41E+18,"Estava demorando.

https://t.co/SNXNGuBPeU",
29,Airton Faleiro,PT,deputies,M,1,FaleiroAirton,7215,2021-07-12T21:15:36.000Z,1.04E+18,1.41E+18,Michelle Bolsonaro: do cheque ao lobby nas compras de vacinas superfaturadas. Corrupção é negócio de toda a família Bolsonaro! Não sobra ninguém!#ForaBolsonaroeSuaQuadrilha https://t.co/G2FRCoA3gH,
30,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-19T01:48:19.000Z,111045942,1.42E+18,As terríveis cenas da violência do DJ Ivis contra Pamella Holanda alertam para a urgência de endurecer a legislação. Sou autor da lei que pune com prisão quem descumprir medidas protetivas estabelecidas pela Lei Maria da Penha. Precisamos nos unir e seguir coibindo essa barbárie.,1
31,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-17T17:50:49.000Z,111045942,1.42E+18,"Fortaleço minhas preces pelas vidas do sargento Lúcio Munhós e do tenente Deroci de Almeida da Costa, desaparecidos após o incêndio na @SSP_RS. Guiados pela esperança, mais de 50 bombeiros trabalham há 60 horas em meio aos escombros à procura dos colegas. https://t.co/nhyQxSWgA8",
32,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-16T15:59:14.000Z,111045942,1.42E+18,"Votei contra a criação do Fundo Eleitoral em 2017 e, desde então, sou frontalmente contra qualquer aumento a respeito desse Financiamento. Fui favorável à LDO, e não tive a possibilidade de voto individual. Abaixo minha declaração contrária ao aumento de recursos do Fundo: https://t.co/IrkjjDe2Ve",1
33,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-15T18:59:54.000Z,111045942,1.42E+18,"Câmara aprova medidas de proteção para crianças vítimas de violência doméstica. A futura lei vai receber o nome do menino Henry Borel, que morreu dentro de casa vitima de maus-tratos, aos 4 anos de idade. https://t.co/1tqssB6JUA",
34,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-15T16:52:04.000Z,111045942,1.42E+18,"Força, Chico! Nossa corrente vem carregada de fé! Logo vai passar! 💚 https://t.co/oPZOWygssH",
35,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-15T12:43:58.000Z,111045942,1.42E+18,https://t.co/bfcMlZRTHh,
36,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-15T12:34:37.000Z,111045942,1.42E+18,"Amanhecemos com a triste notícia do incêndio ocorrido no prédio da Secretaria de Segurança Pública do RS. Não há feridos, mas dois bombeiros estão desaparecidos. Os bens materiais serão recuperados, mas sigo na torcida para que nossos heróis sejam encontrados bem e com saúde.",
37,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-15T01:13:10.000Z,111045942,1.42E+18,"@Pegoraro15 Parabéns pela gestão, meu amigo. Canguçu merece muito. Abraço e conta comigo. 💪",
38,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-15T00:55:15.000Z,111045942,1.42E+18,"Na sequência, teremos o avanço das obras da BR-438, a tão aguardada Rota Caminhos da Neve. As belezas do nosso Rio Grande estarão acessíveis ao turismo mundial, com infraestrutura inigualável! Viva o Sul do Brasil! 💪 🇧🇷 https://t.co/hLTvE6OA70",
39,Alceu Moreira,MDB,deputies,M,1,Alceu_Moreira,9544,2021-07-15T00:45:46.000Z,111045942,1.42E+18,"O sonho que dura 70 anos se realiza! O @DNIToficial autorizou o início das obras do trecho da BR-285, concluindo os 8,3 km que restam no Rio Grande do Sul. Em breve, a região Sul será integrada ao Corredor Bioceanico do Mercosul que conecta o Oceano Atlântico ao Oceano Pacífico! https://t.co/EjnQlT7fTm",
40,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-19T11:56:49.000Z,9.84E+17,1.42E+18,"@LuizANCarvalho Oiii, entra em contato conosco pelo PV. Um abraço 🇧🇷",
41,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-19T11:55:45.000Z,9.84E+17,1.42E+18,"Enquanto os nossos se ocupam em bater nos nossos, provocar-nos divisões que podem se tornar intransponíveis, os reais inimigos da Nação está se unindo e se fortalecendo cada vez mais. Pensemos nisto. Um bom dia!",
42,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-19T10:36:17.000Z,9.84E+17,1.42E+18,"@JoseMedeirosMT @RicardoBarrosPP Sim, ele já nos garantiu que está à disposição da CPI. E o medo duque os senadores palhaços tem de ele ir lá e colocar fogo no circo?",
43,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-18T23:25:05.000Z,9.84E+17,1.42E+18,@Cremmedelacrem Pena que não conseguimos.,
44,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-18T23:24:06.000Z,9.84E+17,1.42E+18,Mesmo com o recesso legislativo continuarei trabalhando junto ao meu gabinete de apoio em Ipatinga e cumprindo agendas em Belo Horizonte e região. 💚💚💚,1
45,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-18T23:09:47.000Z,9.84E+17,1.42E+18,"Como dizia a minha mãe, ele variou de vez: https://t.co/f8Pe5ZUKe0",
46,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-18T22:15:34.000Z,9.84E+17,1.42E+18,Mais uma semana que passou. Muito obrigada a todos que me acompanharam por aqui. 😘😘😘 https://t.co/mIFKd94Bdm,
47,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-18T21:34:55.000Z,9.84E+17,1.42E+18,@UglenoAlves Exatamente!,
48,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-18T17:22:01.000Z,9.84E+17,1.42E+18,@SulianeAguiar @LuizANCarvalho Disse tudo!,
49,Alê Silva,PSL,deputies,F,1,alesilva_38,153100,2021-07-18T16:55:42.000Z,9.84E+17,1.42E+18,"Quem votou em mim, votou consciente de que eu assumiria o meu mandato para ser base de apoio ao @jairbolsonaro. Já sobrevivemos a uma série de tempestades, continuo leal e assim haverei de continuar. 💚💚💚",1
50,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-19T00:01:45.000Z,74243131,1.42E+18,"☄️🗞 “Esse vazamento vai ser a reportagem do ano”, disse Edward Snowden, ex-administrador da NSA, sobre a espionagem da Pegasus. Carlos Bolsonaro quis trazer ao Brasil o software israelense, usado para espionar jornalistas e autoridades ao redor do mundo https://t.co/t9BH641vB8",
51,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-18T20:59:17.000Z,74243131,1.42E+18,"💉 Há 1 mês, eu finalmente fui vacinado. Esse dia só fez renovar minha esperança por um Brasil capaz de garantir direitos fundamentais a todos, como o direito à saúde e o direito à vida. Viva o SUS, viva a Ciência! 🧪 

#VacinaParaTodos https://t.co/vRfG2YB8Iw",1
52,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-18T16:48:36.000Z,74243131,1.42E+18,"PF prende mulher de Ronnie Lessa, acusado de assassinar Marielle Franco

Elaine e Ronnie Lessa eram vizinhos de Jair Bolsonaro no condomínio 
Vivendas da Barra. Saiba mais sobre a relação de Bolsonaro e as milícias no vídeo do @brasildefato

Com @revistaforum https://t.co/dgolFjefV3",
53,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-18T15:00:09.000Z,74243131,1.42E+18,"📝 “Para odiar, as pessoas precisam aprender, e se podem aprender a odiar, elas podem ser ensinadas a amar.”
Nelson Mandela

🗓 18 de julho, Dia Internacional de Nelson Mandela https://t.co/mS8UXBZu8j",
54,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-18T12:00:01.000Z,74243131,1.42E+18,Pazuello e Bolsonaro estão cada vez mais expostos na roubalheira das vacinas contra o coronavírus e o Jornal Nacional mostrou isso ontem. A #CPIdaCovid vai prender Pazuello na próxima oitiva? Porque mentir ele certamente vai. https://t.co/8NU4pXNxYt,
55,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-17T23:38:04.000Z,74243131,1.42E+18,"Enquanto temos famílias carentes nas filas dos açougues para doação de ossos em Cuiabá, a elite do atraso tem esse tipo de preocupação … É mole? https://t.co/8JjI9xwd1C",
56,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-17T23:34:14.000Z,74243131,1.42E+18,"Incompetência escancarada! Negacionismo misturado com corrupção, o resultado é desastroso.
#ImpeachmentBolsonaroUrgente https://t.co/vf7o3Pi0oE",
57,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-17T16:24:18.000Z,74243131,1.42E+18,E nós avisamos! Infelizmente teremos muito trabalho para desfazer os estragos desse desgoverno eleito com trapaças e fake news. https://t.co/JQ6zpwN18z,
58,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-16T20:27:37.000Z,74243131,1.42E+18,"Os picaretas do @VemPraRua_br estão divulgando meu nome numa lista de quem votou a favor do aumento do fundo eleitoral.

Meu pai faleceu na terça e tirei licença. Mas essa turma que votou em Bolsonaro não tem o menor compromisso com a verdade.

Veremos qual a desculpa na Justiça. https://t.co/48FqvmzPir",
59,Alencar Santana Braga,PT,deputies,M,1,AlencarBraga13,16800,2021-07-16T18:59:12.000Z,74243131,1.42E+18,"Pergunto a juristas e advogados/as de plantão:

Negociar vacina com atravessadores pelo TRIPLO DO PREÇO no meio da maior pandemia da humanidade em 100 anos dá o triplo da pena para o criminoso?

Mais uma da MAMATAS VERDE OLIVA S/A. https://t.co/zPbjzSnExb",
60,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-19T12:40:55.000Z,45953391,1.42E+18,"O INPE é um orgulho para o Brasil. Silenciá-lo é silenciar a Ciência. Enquanto outros países dedicam mais e mais esforços para a preservação ambiental, o Brasil desmonta seus órgãos de fiscalização. #CPIdoMMAJá https://t.co/OQtKN9jVhp",
61,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-17T14:22:10.000Z,45953391,1.42E+18,"Quando não são as negociatas, é a incompetência do governo que impede as vacinas de chegarem aos brasileiros. Basta de tanto descaso com a vida do povo. Fora Bolsonaro! https://t.co/iu0oCBnUl9",
62,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-16T19:47:56.000Z,45953391,1.42E+18,"🚨 Denúncia! Sem votos para aprovar a PEC do voto impresso, a base governista manobrou para adiar a votação do parecer na comissão. Assim é o governo: disposto a tudo para não reconhecer a derrota e manter a mentirosa narrativa de fraude de Bolsonaro.",
63,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-16T17:48:05.000Z,45953391,1.42E+18,"O general Pazuello negociou com intermediários 30 milhões de doses da CoronaVac pelo TRIPLO do preço acordado pelo Butantan. 3 vezes mais! A cada novo escândalo, a ineficiência do governo se prova intencional e premeditada.  https://t.co/pzKpaDPY59",
64,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-16T17:06:04.000Z,45953391,1.42E+18,@FabioPorchat primeira dose 🙏,
65,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-16T16:45:44.000Z,45953391,1.42E+18,@DanielaLima_ Saúde! 👏👏👏,
66,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-16T15:28:27.000Z,45953391,1.42E+18,"Não bastasse o caos da pandemia, a base do governo Bolsonaro quer se aproveitar desse momento de elevado desemprego e precariedade laboral para fazer uma nova reforma trabalhista, que retira permanentemente direitos e flexibiliza a fiscalização do trabalho.https://t.co/T3F9k1qo3v",
67,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-16T13:01:57.000Z,45953391,1.42E+18,"Desolador! Não existem palavras que descrevam o estrago que governo Bolsonaro fez e faz ao Brasil. A redução do auxílio emergencial, o desemprego em alta, a sabotagem à vacinação e o consequente atraso no combate à pandemia... A culpa é sua, Bolsonaro!
https://t.co/fdAZIfvEcE",
68,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-15T21:00:35.000Z,45953391,1.42E+18,"🔴 Nós, da Oposição, acabamos de dar entrada em uma ação no STF contra a privatização da Eletrobras. Lutaremos até o fim para impedir esse grave prejuízo ao país. Seguimos firmes em defesa da Eletrobras pública! #EletrobrasPública",1
69,Alessandro Molon,PSB,deputies,M,1,alessandromolon,35800,2021-07-15T19:41:40.000Z,45953391,1.42E+18,"A Câmara aprovou a Lei de Diretrizes Orçamentárias, incluindo o ""orçamento secreto"" que, além de inconstitucional, é usado pelo governo como moeda de troca em busca de apoio. A Oposição seguirá firme para derrubar o #Bolsolão e garantir que as contas públicas sejam transparentes!",
70,Alex Manente,CIDADANIA,deputies,M,1,AlexManente23,11600,2021-07-15T13:53:05.000Z,78673777,1.42E+18,"150 pessoas estão desaparecidas depois dos protestos em Cuba.

Quem defende a liberdade jamais pode defender a ditadura dos Castro",
71,Alex Manente,CIDADANIA,deputies,M,1,AlexManente23,11600,2021-07-13T20:17:38.000Z,78673777,1.42E+18,"FIM DOS SUPERSALÁRIOS APROVADO!  

3 bilhões de economia , privilégios derrubados e ninguém ganhando acima do teto

No Brasil, só se vence lutando…",
72,Alex Manente,CIDADANIA,deputies,M,1,AlexManente23,11600,2021-07-13T18:59:35.000Z,78673777,1.42E+18,"Vamos votar o FIM do Supersalários hoje na Câmara dos Deputados! 

É o fim dos privilégios que o Brasil tanto precisa…",1
73,Alex Manente,CIDADANIA,deputies,M,1,AlexManente23,11600,2021-07-12T15:44:29.000Z,78673777,1.41E+18,"Ainda tem gente que defende o regime cubano… 

Supressão de liberdades individuais, estado autoritário e perseguição a opositores! Qual é a parte boa que não contaram ?",
74,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-19T12:25:41.000Z,1.33E+18,1.42E+18,"Os quatro outdoors que a campanha para pressionar Lira pela abertura imediata do impeachment . #ForaBolsonaro  sei que para ele pouco importa ,mas vai conviver com seus rosto como cúmplice de tudo . https://t.co/q13KaOs7Hz",
75,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-19T11:16:05.000Z,1.33E+18,1.42E+18,"Vcs sabiam que a reforma eleitoral é mais uma manobra do Bolsonarismo com o centrão ? A Reforma eleitoral pode reduzir a transparência de uso de verbas públicas pelos partidos. #nãoaceite  calado . @congressoemfoco
@camaradeputados",
76,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-19T11:03:53.000Z,1.33E+18,1.42E+18,Qual será o discurso do @jairbolsonaro ? https://t.co/YTVDz6sscy,
77,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-19T06:06:14.000Z,1.33E+18,1.42E+18,"Ótima sequência leiam atentamente . Marielle ,Bolsonaro ,Pazzuello , https://t.co/gb5J1OsF8J",
78,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-19T02:34:30.000Z,1.33E+18,1.42E+18,"Esses absurdos acontecendo .Essa elite se acha . Isso é preconceito total ,maldade e racismo . @camaradeputados https://t.co/EcNqxXdEvk",
79,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-19T01:49:39.000Z,1.33E+18,1.42E+18,A vida vale muito  ❤️❤️❤️❤️ https://t.co/bYZEseV1Zc,
80,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-18T23:28:16.000Z,1.33E+18,1.42E+18,Vejam que as coisas podem mudar e funcionar 🍾👍🇧🇷😷😷 parabéns pela iniciativa e respeito a lei e ao decreto . #clubeA  festa segura . https://t.co/8vTW2DDLMk,
81,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-18T22:07:57.000Z,1.33E+18,1.42E+18,Bella e eu hoje pela manhã . https://t.co/pvrAeXdVjA,
82,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-18T22:05:45.000Z,1.33E+18,1.42E+18,Hoje a manhã foi com elas   Fabi e Bella ❤️💋💗💗😍 https://t.co/LHLI8YspFA,
83,Alexandre Frota,PSDB,deputies,M,1,77_frota,19500,2021-07-18T21:56:47.000Z,1.33E+18,1.42E+18,"Moema Sp After Clandestino ,a Força Tarefa fez a intervenção . @Policia_Civil https://t.co/ukepJI4HNo",
84,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-19T10:23:57.000Z,58065771,1.42E+18,estarei cá e lá ..  não percam kk https://t.co/Wh24SwqUzU,1
85,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-19T10:21:16.000Z,58065771,1.42E+18,@Carvalho_A_Helo ansiosos para este dia,
86,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-18T23:20:09.000Z,58065771,1.42E+18,@LuisLulaDaSilva @LeilaGermano @oatila opa..perdi o que estão falando,
87,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-18T23:11:40.000Z,58065771,1.42E+18,"@Corra98595573 meu senhor, nem era o orçamento que estava srndo votado. Vá se informar melhor",
88,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-17T19:59:11.000Z,58065771,1.42E+18,Tá dito...típico de uma elite que nasceu de costas p/o seu povo https://t.co/JBVR5RGGBR,
89,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-17T19:57:00.000Z,58065771,1.42E+18,"@DonatellaEliane @senadorhumberto Ou a senhora não sabe fazer conta ou ñ sabe o que é esquerda  Pode falar do que quiser , senhora , diferente de Bolsonaro , não temos nada  a.esconder. Os partidos,c/maior número de condenados apóiam o governo Bolsonaro .Abraçadimhos. Ñ tem moral pra falar de condenados",
90,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-17T18:27:51.000Z,58065771,1.42E+18,"@DonatellaEliane @senadorhumberto 20 anos de esquerda ?????? aprenda a fazer conta primeiro . Quanta arrogância, mesmo com quanta ignorância  ...",
91,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-17T16:01:11.000Z,58065771,1.42E+18,"@DonatellaEliane @senadorhumberto a Sra sabe quanto era a cobertura de saneamento antes do Lula.Que https://t.co/C0PtBRu7Zv BNDES são para atuacao de empresas.brasileiras no exterior? Não sabe né?Procura saber, antes de falar bobagem e defender genocida e charlatão",
92,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-17T14:19:25.000Z,58065771,1.42E+18,Acabo de inscrever p/receber a newsletter do Giro Latino. Não aguento tanta falta de informação sobre o nosso continente  https://t.co/yXRfslxLOj,
93,Alexandre Padilha,PT,deputies,M,1,padilhando,189200,2021-07-17T14:00:10.000Z,58065771,1.42E+18,@YoMatiasPinto viva o SUS !!,
94,Alexis Fonteyne,NOVO,deputies,M,1,AlexisFonteyne,29200,2021-07-19T14:37:39.000Z,8.52E+17,1.42E+18,"O Fundão eleitoral não democratiza o acesso à política.
O Fundão eleitoral perpetua as oligarquias políticas. 
Os recursos vão sempre para os mesmos.",
